sr,temp,humidity,cases,status,date
6190,21,51,434,high,2016-08-13
6191,34,37,361,low,2016-09-19
6192,35,64,221,low,2016-10-06
6193,29,39,0,low,2016-11-08
6194,37,41,0,very low,2016-07-26
6195,29,44,431,medium,2016-07-11
6196,31,60,527,high,2017-03-08
6197,40,61,20,very low,2017-08-06
6198,38,43,166,very low,2016-12-21
6199,40,51,439,medium,2017-03-08
6200,34,64,56,very low,2016-09-19
6201,24,48,425,high,2016-06-18
6202,35,60,568,high,2016-03-03
6203,35,66,312,low,2017-09-26
6204,26,51,313,low,2016-01-22
6205,33,64,105,very low,2017-07-11
6206,30,65,276,low,2017-02-15
6207,25,50,212,low,2017-09-07
6208,34,62,430,medium,2016-03-26
6209,37,37,467,medium,2016-01-16
6210,24,57,32,low,2016-07-02
6211,37,40,75,very low,2016-07-09
6212,37,58,395,low,2016-08-30
6213,38,45,236,low,2016-08-06
6214,37,62,32,very low,2017-09-19
6215,31,35,156,low,2016-08-03
6216,21,75,458,high,2017-12-08
6217,23,71,272,low,2016-02-23
6218,26,65,334,low,2016-03-23
6219,38,51,423,medium,2017-04-03
6220,39,72,409,medium,2016-04-15
6221,36,45,388,low,2016-07-18
6222,34,47,0,very low,2016-08-12
6223,36,64,577,high,2017-10-17
6224,38,36,377,low,2016-04-03
6225,35,56,522,high,2017-06-20
6226,21,51,376,low,2017-05-17
6227,32,74,328,low,2017-06-15
6228,24,57,0,low,2017-03-23
6229,24,75,0,low,2017-10-29
6230,20,57,391,low,2016-07-24
6231,28,65,61,low,2016-05-11
6232,29,50,33,low,2016-06-01
6233,35,46,15,very low,2017-07-05
6234,35,59,39,very low,2016-07-10
6235,33,73,115,very low,2016-04-12
6236,28,71,438,high,2016-11-16
6237,26,69,564,high,2016-01-22
6238,25,66,350,low,2016-03-04
6239,40,44,561,high,2017-09-28
6240,38,44,431,medium,2017-04-12
6241,21,39,185,low,2016-09-12
6242,26,55,0,low,2017-09-26
6243,37,70,523,high,2016-04-14
6244,25,70,294,low,2016-05-31
6245,23,71,552,very high,2017-03-10
6246,25,59,337,low,2016-02-21
6247,39,48,169,very low,2016-08-26
6248,23,37,215,low,2016-06-03
6249,36,70,109,very low,2017-08-25
6250,26,58,578,high,2017-07-05
6251,36,69,531,high,2016-02-25
6252,20,50,106,low,2017-04-06
6253,24,40,40,low,2016-10-07
6254,30,61,561,high,2017-04-20
6255,40,36,335,low,2016-01-11
6256,22,69,0,low,2016-09-11
6257,23,73,338,low,2017-12-05
6258,38,42,502,high,2016-03-29
6259,35,59,304,low,2017-08-06
6260,30,38,125,low,2017-08-08
6261,34,69,573,high,2016-07-26
6262,23,44,291,low,2016-11-18
6263,35,43,9,very low,2017-05-03
6264,28,55,579,high,2016-05-27
6265,24,56,12,low,2017-03-28
6266,26,75,257,low,2017-01-28
6267,37,74,244,low,2016-10-25
6268,26,35,212,low,2017-10-31
6269,23,35,178,low,2016-11-17
6270,25,56,0,low,2017-04-08
6271,22,57,511,very high,2016-09-03
6272,20,36,405,high,2017-08-17
6273,23,69,286,low,2016-07-11
6274,36,46,393,low,2017-05-10
6275,28,61,434,high,2016-01-08
6276,38,67,0,very low,2017-11-04
6277,29,72,204,low,2016-03-17
6278,29,48,477,medium,2016-04-30
6279,29,67,231,low,2017-10-01
6280,29,56,269,low,2016-10-31
6281,30,43,249,low,2017-01-08
6282,27,55,457,high,2016-12-15
6283,38,74,493,medium,2016-07-11
6284,28,42,218,low,2016-10-11
6285,21,62,395,low,2017-06-24
6286,20,49,181,low,2017-02-17
6287,29,66,20,low,2017-03-23
6288,39,72,118,very low,2016-02-12
6289,40,66,514,high,2016-04-22
6290,24,45,251,low,2017-02-20
6291,33,75,4,very low,2016-08-07
6292,20,65,258,low,2016-10-18
6293,26,74,0,low,2017-03-12
6294,26,52,341,low,2016-01-06
6295,24,59,32,low,2016-01-08
6296,28,58,166,low,2017-07-28
6297,33,70,33,very low,2016-05-14
6298,32,53,78,very low,2016-10-28
6299,32,70,538,high,2017-08-01
6300,40,67,39,very low,2016-07-25
6301,31,59,143,low,2016-06-19
6302,35,72,135,very low,2017-05-25
6303,23,72,1,low,2016-02-23
6304,27,50,240,low,2016-09-27
6305,27,51,311,low,2016-06-25
6306,30,40,69,low,2017-05-27
6307,27,46,5,low,2016-09-22
6308,34,36,0,very low,2016-04-06
6309,28,43,572,high,2016-05-23
6310,26,61,530,high,2016-06-01
6311,40,54,0,very low,2017-09-14
6312,34,53,393,low,2016-08-16
6313,30,75,266,low,2016-05-21
6314,39,74,592,high,2016-10-20
6315,27,43,235,low,2017-07-31
6316,31,40,502,high,2016-07-27
6317,35,49,560,high,2016-11-24
6318,23,36,363,low,2016-07-11
6319,23,60,67,low,2017-08-23
6320,28,61,100,low,2017-04-14
6321,38,53,169,very low,2016-05-01
6322,34,37,449,medium,2016-10-23
6323,26,39,342,low,2016-01-03
6324,33,48,571,high,2016-07-28
6325,35,59,547,high,2016-05-12
6326,39,49,409,medium,2016-08-14
6327,28,35,436,high,2016-08-21
6328,37,48,410,medium,2017-02-28
6329,28,35,502,high,2017-05-15
6330,38,74,504,high,2017-07-25
6331,21,65,387,low,2017-04-21
6332,37,59,155,very low,2017-05-06
6333,26,70,335,low,2017-12-02
6334,39,65,376,low,2017-06-15
6335,22,58,38,low,2017-11-03
6336,37,55,0,very low,2016-09-18
6337,22,69,220,low,2016-06-09
6338,21,48,532,very high,2016-11-05
6339,40,51,0,very low,2016-10-07
6340,20,50,495,high,2016-10-23
6341,27,66,128,low,2017-06-12
6342,20,62,513,very high,2017-11-23
6343,31,54,291,low,2016-07-25
6344,30,35,34,low,2016-01-31
6345,40,50,409,medium,2017-10-28
6346,39,58,320,low,2017-07-04
6347,24,43,363,low,2017-04-04
6348,34,44,242,low,2017-03-04
6349,34,56,143,very low,2016-10-22
6350,33,37,0,very low,2016-03-19
6351,36,47,5,very low,2016-05-27
6352,34,55,412,medium,2016-01-08
6353,30,42,121,low,2016-02-17
6354,32,36,519,high,2016-08-10
6355,36,74,536,high,2017-06-14
6356,29,74,567,high,2017-10-31
6357,28,48,582,high,2016-01-24
6358,36,48,263,low,2017-01-06
6359,39,42,462,medium,2017-06-19
6360,21,62,332,low,2017-11-08
6361,39,56,307,low,2016-04-18
6362,40,56,138,very low,2016-03-18
6363,24,42,510,very high,2017-07-24
6364,30,64,459,medium,2016-06-14
6365,33,74,471,medium,2017-08-04
6366,25,57,453,high,2017-08-13
6367,27,42,274,low,2017-08-20
6368,29,51,247,low,2016-11-28
6369,31,55,56,low,2016-10-12
6370,31,54,345,very high,2017-05-05
6371,25,59,597,high,2016-01-31
6372,29,70,281,low,2016-11-01
6373,40,67,0,very low,2017-03-18
6374,21,54,53,low,2016-08-19
6375,23,56,488,high,2017-05-05
6376,36,70,188,very low,2017-07-04
6377,21,55,27,low,2017-03-18
6378,23,43,400,low,2016-04-26
6379,22,61,445,high,2016-05-06
6380,34,44,522,high,2017-06-15
6381,26,52,51,low,2017-06-14
6382,22,54,165,low,2016-01-10
6383,30,46,433,medium,2016-08-23
6384,27,65,44,low,2017-01-12
6385,35,74,0,very low,2016-04-26
6386,40,58,126,very low,2017-06-10
6387,25,69,58,low,2016-08-09
6388,39,75,217,low,2016-08-24
6389,28,39,0,low,2016-10-19
6390,30,75,473,medium,2016-03-28
6391,34,60,288,low,2016-07-01
6392,26,74,515,high,2017-06-03
6393,26,56,81,low,2017-06-08
6394,36,50,187,very low,2016-12-08
6395,20,46,123,low,2017-08-27
6396,25,37,89,low,2017-02-02
6397,20,48,265,low,2017-03-02
6398,25,73,266,low,2016-04-29
6399,24,72,215,low,2016-02-23
6400,31,63,175,low,2016-07-17
6401,34,71,232,low,2017-12-11
6402,20,43,510,very high,2016-02-16
6403,35,63,159,very low,2017-09-17
6404,29,46,231,low,2016-01-03
6405,36,69,149,very low,2016-12-29
6406,27,70,262,low,2016-11-22
6407,26,55,179,low,2016-08-07
6408,36,42,254,low,2017-07-22
6409,33,57,279,low,2017-03-09
6410,39,41,453,medium,2016-06-04
6411,28,71,200,low,2016-04-01
6412,36,40,109,very low,2016-05-18
6413,38,64,212,low,2017-01-25
6414,21,70,193,low,2016-04-11
6415,26,45,311,low,2016-08-11
6416,30,68,51,low,2017-11-12
6417,33,73,227,low,2017-01-24
6418,28,39,0,low,2016-04-07
6419,24,61,499,high,2016-11-17
6420,37,73,0,very low,2016-10-15
6421,28,73,24,low,2016-05-04
6422,35,55,570,high,2017-05-01
6423,36,51,0,very low,2017-07-23
6424,35,65,98,very low,2017-09-07
6425,32,75,512,high,2017-01-09
6426,29,71,0,low,2017-02-03
6427,20,47,0,low,2016-08-25
6428,29,35,0,low,2016-03-04
6429,36,75,555,high,2016-11-06
6430,26,52,324,low,2016-09-21
6431,22,41,165,low,2017-02-10
6432,36,68,167,very low,2016-01-28
6433,30,56,443,medium,2017-03-05
6434,36,71,0,very low,2017-02-12
6435,30,55,110,low,2017-08-21
6436,25,63,89,low,2016-07-09
6437,25,64,389,low,2017-01-19
6438,23,73,0,low,2016-11-23
6439,25,74,153,low,2017-04-05
6440,39,39,527,high,2016-02-13
6441,20,57,378,low,2016-05-21
6442,35,49,364,low,2017-05-16
6443,24,37,0,low,2017-03-09
6444,32,61,552,high,2016-07-16
6445,38,75,4,very low,2017-11-30
6446,33,45,0,very low,2016-05-30
6447,24,36,492,high,2017-09-22
6448,23,65,141,low,2017-04-11
6449,21,37,474,high,2016-04-29
6450,26,68,0,low,2017-04-14
6451,23,70,553,very high,2016-07-14
6452,26,35,233,low,2017-06-30
6453,22,57,131,low,2017-06-10
6454,26,71,139,low,2017-01-13
6455,31,74,0,low,2017-03-23
6456,40,41,79,very low,2017-11-24
6457,32,42,165,very low,2016-06-11
6458,37,61,15,very low,2017-08-03
6459,20,75,537,very high,2016-06-05
6460,37,63,229,low,2016-12-15
6461,31,68,105,low,2016-03-24
6462,23,72,20,low,2016-05-18
6463,25,61,468,high,2016-09-27
6464,32,47,580,high,2016-09-11
6465,34,44,251,low,2016-04-08
6466,27,57,555,high,2017-10-11
6467,38,36,548,high,2016-07-14
6468,25,71,86,low,2016-09-23
6469,24,41,203,low,2016-12-14
6470,30,58,63,low,2016-08-12
6471,29,46,145,low,2017-08-14
6472,27,54,325,low,2017-03-10
6473,33,58,371,low,2016-10-16
6474,30,46,12,low,2017-09-16
6475,37,65,276,low,2017-04-13
6476,40,62,171,very low,2016-02-21
6477,37,41,100,very low,2016-04-29
6478,20,50,513,very high,2016-10-27
6479,30,37,332,very high,2016-08-09
6480,40,55,0,very low,2017-07-17
6481,36,37,509,high,2017-01-03
6482,37,47,159,very low,2016-04-07
6483,36,36,162,very low,2017-01-01
6484,39,73,507,high,2017-01-20
6485,22,52,324,low,2017-11-11
6486,21,61,390,low,2016-10-08
6487,38,71,160,very low,2016-09-22
6488,36,65,573,high,2016-11-03
6489,35,57,579,high,2016-09-21
6490,20,75,97,low,2017-09-12
6491,31,44,43,low,2016-04-20
6492,24,68,370,low,2016-04-12
6493,24,69,40,low,2016-06-29
6494,40,35,225,low,2017-11-02
6495,35,63,86,very low,2016-11-01
6496,30,38,336,very high,2017-07-04
6497,20,53,183,low,2017-07-14
6498,39,69,143,very low,2017-09-22
6499,30,49,19,low,2016-09-07
6500,34,46,269,low,2017-05-10
6501,22,50,469,high,2016-10-18
6502,26,73,362,low,2016-02-10
6503,36,72,25,very low,2017-03-15
6504,20,72,290,low,2016-05-17
6505,34,69,358,low,2016-05-06
6506,23,74,413,high,2017-06-24
6507,24,74,323,low,2017-01-02
6508,31,41,0,low,2017-03-19
6509,31,69,233,low,2016-07-02
6510,33,70,275,low,2017-08-03
6511,31,44,567,high,2016-03-13
6512,28,60,0,low,2016-10-31
6513,21,52,190,low,2016-05-19
6514,23,73,552,very high,2017-07-19
6515,26,47,526,high,2017-09-26
6516,31,58,37,low,2016-01-05
6517,29,44,155,low,2017-08-02
6518,27,67,289,low,2017-02-02
6519,32,57,453,medium,2016-11-09
6520,36,56,346,low,2016-06-17
6521,27,39,10,low,2016-04-03
6522,28,69,496,high,2016-10-07
6523,32,41,551,high,2017-03-04
6524,34,63,495,medium,2016-07-16
6525,37,40,587,high,2017-09-25
6526,34,60,85,very low,2017-12-07
6527,21,50,76,low,2016-11-06
6528,24,44,320,low,2016-06-24
6529,22,66,575,very high,2016-11-05
6530,31,61,200,low,2017-09-03
6531,25,61,252,low,2017-12-06
6532,38,67,0,very low,2017-06-05
6533,27,37,270,low,2016-01-22
6534,33,74,584,high,2016-03-03
6535,25,70,409,high,2016-08-20
6536,40,54,448,medium,2016-12-04
6537,27,55,511,high,2016-07-27
6538,27,49,0,low,2017-01-28
6539,31,39,177,low,2016-10-20
6540,24,35,99,low,2017-11-03
6541,39,40,253,low,2017-05-17
6542,36,68,164,very low,2017-01-17
6543,34,72,384,low,2016-12-05
6544,37,70,50,very low,2016-02-15
6545,24,49,591,very high,2016-11-11
6546,25,66,425,high,2017-06-27
6547,35,42,440,medium,2017-09-09
6548,22,40,33,low,2016-03-20
6549,23,72,0,low,2016-05-24
6550,39,58,581,high,2017-05-13
6551,38,60,52,very low,2016-12-30
6552,25,63,41,low,2017-01-12
6553,30,42,259,low,2017-05-16
6554,34,61,252,low,2017-12-09
6555,33,57,61,very low,2017-07-25
6556,30,63,292,low,2016-09-03
6557,32,57,0,very low,2017-02-09
6558,27,42,90,low,2016-06-16
6559,22,63,126,low,2016-07-04
6560,23,58,302,low,2017-06-24
6561,21,42,440,high,2017-06-16
6562,23,45,575,very high,2016-03-22
6563,34,45,440,medium,2017-05-30
6564,24,48,16,low,2016-07-30
6565,32,48,258,low,2017-11-05
6566,33,75,242,low,2017-03-17
6567,22,63,58,low,2017-02-24
6568,32,69,143,very low,2017-10-17
6569,28,64,202,low,2016-08-25
6570,34,72,179,very low,2017-02-20
6571,25,43,240,low,2016-03-02
6572,37,59,22,very low,2016-01-03
6573,21,39,143,low,2017-10-29
6574,27,47,60,low,2017-06-07
6575,27,48,240,low,2017-05-05
6576,24,40,204,low,2017-02-22
6577,35,65,90,very low,2017-01-17
6578,40,75,414,medium,2017-06-10
6579,32,71,313,low,2017-11-19
6581,34,74,477,medium,2018-07-31
6582,34,49,556,high,2018-10-21
6583,30,47,557,high,2018-08-20
6584,29,43,44,low,2018-07-05
6585,21,61,225,low,2018-11-30
6586,39,38,146,very low,2018-01-02
6587,25,50,257,low,2018-03-18
6588,33,64,1,very low,2018-01-11
6589,37,69,572,high,2018-08-06
6590,40,57,199,very low,2018-05-03
6591,35,72,371,low,2018-09-23
6592,23,64,462,high,2018-05-30
6593,32,47,199,very low,2018-03-06
6594,22,60,0,low,2018-11-17
6595,33,53,57,very low,2018-07-26
6596,33,71,0,very low,2018-01-18
6597,30,54,589,high,2018-11-09
6598,20,40,316,low,2018-05-29
6599,37,60,382,low,2018-01-11
6600,36,60,197,very low,2018-08-22
6601,34,65,300,low,2018-04-02
6602,40,39,462,medium,2018-06-13
6603,27,68,326,low,2018-09-08
6604,33,68,193,very low,2018-03-13
6605,33,62,296,low,2018-10-31
6606,30,50,113,low,2018-10-02
6607,24,70,98,low,2018-05-01
6608,40,48,211,low,2018-04-29
6609,34,67,519,high,2018-10-16
6610,20,35,529,very high,2018-09-18
6611,23,43,370,low,2018-04-15
6612,23,69,57,low,2018-02-25
6613,33,47,538,high,2018-03-05
6614,31,69,0,low,2018-03-31
6615,25,72,434,high,2018-08-05
6616,33,59,507,high,2018-04-02
6617,29,48,4,low,2018-02-19
6618,32,61,145,very low,2018-07-12
6619,25,36,565,high,2018-10-08
6620,22,54,524,very high,2018-05-18
6621,22,66,483,high,2018-06-30
6622,35,69,194,very low,2018-02-07
6623,30,53,448,medium,2018-08-17
6624,39,50,214,low,2018-05-07
6625,20,48,407,high,2018-03-06
6626,35,56,550,high,2018-09-20
6627,23,71,0,low,2018-10-03
6628,22,53,26,low,2018-09-24
6629,20,68,509,very high,2018-02-19
6630,30,44,267,low,2018-04-05
6631,33,49,294,low,2018-10-10
6632,39,61,496,medium,2018-06-29
6633,40,45,389,low,2018-07-14
6634,36,68,0,very low,2018-04-13
6635,28,66,6,low,2018-02-03
6636,32,70,539,high,2018-03-04
6637,35,36,212,low,2018-07-25
6638,28,43,166,low,2018-07-28
6639,26,45,330,low,2018-10-30
6640,40,67,191,very low,2018-10-24
6641,24,67,0,low,2018-12-07
6642,25,73,536,high,2018-07-05
6643,22,41,74,low,2018-12-03
6644,34,64,0,very low,2018-09-28
6645,24,51,444,high,2018-04-11
6646,22,72,120,low,2018-04-27
6647,22,41,508,very high,2018-05-16
6648,38,74,275,low,2018-10-31
6649,33,38,210,low,2018-02-03
6650,21,67,0,low,2018-01-25
6651,30,71,337,very high,2018-03-11
6652,33,75,105,very low,2018-01-07
6653,40,48,366,low,2018-02-06
6654,20,50,257,low,2018-06-20
6655,20,56,172,low,2018-07-05
6656,22,66,285,low,2018-12-11
6657,37,39,52,very low,2018-11-24
6658,22,57,555,very high,2018-10-18
6659,33,73,207,low,2018-02-21
6660,22,53,595,very high,2018-11-10
6661,29,70,0,low,2018-08-08
6662,28,67,97,low,2018-10-07
6663,35,39,386,low,2018-01-31
6664,23,42,0,low,2018-07-15
6665,20,65,398,low,2018-10-01
6666,34,56,269,low,2018-02-01
6667,33,62,444,medium,2018-03-10
6668,34,56,550,high,2018-02-14
6669,34,69,104,very low,2018-09-09
6670,34,62,535,high,2018-07-26
6671,25,48,143,low,2018-10-04
6672,22,75,458,high,2018-08-19
6673,38,50,304,low,2018-01-06
6674,22,73,0,low,2018-02-09
6675,35,57,153,very low,2018-04-19
6676,31,44,426,medium,2018-03-28
6677,23,38,259,low,2018-10-30
6678,25,51,303,low,2018-06-11
6679,27,57,444,high,2018-07-11
6680,35,39,139,very low,2018-10-25
6681,22,67,501,very high,2018-12-02
6682,23,43,13,low,2018-11-13
6683,31,48,37,low,2018-10-25
6684,40,69,0,very low,2018-04-16
6685,37,73,19,very low,2018-03-07
6686,40,53,498,medium,2018-01-06
6687,38,35,392,low,2018-09-16
6688,31,45,580,high,2018-11-26
6689,30,73,561,high,2018-01-22
6690,24,47,331,low,2018-09-24
6691,38,39,400,low,2018-09-04
6692,25,68,249,low,2018-09-22
6693,27,35,181,low,2018-07-07
6694,29,63,244,low,2018-08-24
6695,23,70,468,high,2018-04-01
6696,25,47,212,low,2018-01-06
6697,25,59,576,high,2018-12-02
6698,25,56,458,high,2018-09-18
6699,22,62,394,low,2018-09-13
6700,39,65,352,low,2018-06-02
6701,22,61,434,high,2018-09-16
6702,33,67,141,very low,2018-05-08
6703,30,45,0,low,2018-11-24
6704,30,68,177,low,2018-03-24
6705,24,46,0,low,2018-04-12
6706,21,38,549,very high,2018-01-20
6707,20,43,564,very high,2018-09-13
6708,37,60,129,very low,2018-08-22
6709,26,48,251,low,2018-09-08
6710,28,72,541,high,2018-01-20
6711,34,44,407,medium,2018-02-28
6712,32,73,0,very low,2018-02-13
6713,37,44,187,very low,2018-01-04
6714,25,54,385,low,2018-08-18
6715,33,46,244,low,2018-07-15
6716,35,73,359,low,2018-09-14
6717,32,56,31,very low,2018-11-19
6718,26,68,332,low,2018-01-17
6719,37,41,0,very low,2018-10-04
6720,35,40,171,very low,2018-07-20
6721,23,58,581,very high,2018-07-29
6722,29,37,0,low,2018-06-19
6723,36,67,227,low,2018-02-22
6724,39,37,520,high,2018-06-22
6725,38,49,155,very low,2018-11-01
6726,33,37,315,low,2018-04-28
6727,33,35,511,high,2018-02-01
6728,28,64,53,low,2018-05-14
6729,34,63,411,medium,2018-07-19
6730,20,58,414,high,2018-02-07
6731,38,49,0,very low,2018-08-05
6732,33,69,555,high,2018-02-13
6733,36,74,0,very low,2018-07-24
6734,32,47,66,very low,2018-10-09
6735,24,41,489,high,2018-12-03
6736,39,63,329,low,2018-01-06
6737,26,56,302,low,2018-08-14
6738,25,39,445,high,2018-01-18
6739,40,73,474,medium,2018-08-31
6740,29,54,166,low,2018-07-03
6741,37,44,0,very low,2018-08-16
6742,40,60,106,very low,2018-12-10
6743,32,50,587,high,2018-09-23
6744,38,69,0,very low,2018-05-28
6745,37,43,0,very low,2018-10-19
6746,39,40,546,high,2018-07-22
6747,39,49,14,very low,2018-07-05
6748,22,44,247,low,2018-12-08
6749,25,52,0,low,2018-04-19
6750,23,49,155,low,2018-04-13
6751,33,38,223,low,2018-09-26
6752,23,55,450,high,2018-03-10
6753,29,43,479,medium,2018-08-06
6754,30,41,560,high,2018-07-02
6755,28,39,76,low,2018-08-08
6756,32,40,216,low,2018-03-04
6757,30,52,416,medium,2018-03-02
6758,38,57,392,low,2018-11-13
6759,24,41,502,very high,2018-08-26
6760,29,35,273,low,2018-08-31
6761,30,68,0,low,2018-11-22
6762,37,60,212,low,2018-05-01
6763,32,35,319,low,2018-03-06
6764,32,35,559,high,2018-06-14
6765,20,63,0,low,2018-10-22
6766,34,40,590,high,2018-08-01
6767,25,69,262,low,2018-09-24
6768,40,47,473,medium,2018-09-06
6769,29,56,60,low,2018-01-26
6770,32,53,181,very low,2018-11-21
6771,28,68,407,high,2018-01-27
6772,31,61,287,low,2018-07-18
6773,21,40,96,low,2018-08-16
6774,23,46,0,low,2018-06-28
6775,36,52,331,low,2018-06-08
6776,37,54,565,high,2018-10-25
6777,34,54,94,very low,2018-08-05
6778,20,58,9,low,2018-11-18
6779,21,75,0,low,2018-11-09
6780,23,68,132,low,2018-02-20
6781,36,68,582,high,2018-04-01
6782,39,37,261,low,2018-03-30
6783,20,52,0,low,2018-06-22
6784,25,62,527,high,2018-07-05
6785,25,41,114,low,2018-08-07
6786,32,75,525,high,2018-01-04
6787,30,55,390,very high,2018-02-04
6788,30,57,508,high,2018-05-10
6789,26,75,171,low,2018-11-18
6790,20,75,166,low,2018-10-09
6791,29,47,47,low,2018-07-04
6792,39,68,408,medium,2018-04-26
6793,26,44,296,low,2018-05-16
6794,29,48,60,low,2018-01-29
6795,24,47,82,low,2018-02-02
6796,26,35,345,low,2018-08-13
6797,23,36,445,high,2018-11-11
6798,22,50,191,low,2018-07-26
6799,32,58,84,very low,2018-01-02
6800,31,68,302,very high,2018-02-27
6801,37,63,169,very low,2018-01-28
6802,27,42,330,low,2018-03-03
6803,33,36,581,high,2018-05-10
6804,29,44,183,low,2018-08-07
6805,28,55,461,high,2018-10-26
6806,23,71,160,low,2018-11-09
6807,33,56,0,very low,2018-10-10
6808,31,38,520,high,2018-03-31
6809,28,65,0,low,2018-09-18
6810,31,59,189,low,2018-06-19
6811,28,74,568,high,2018-11-20
6812,32,56,564,high,2018-03-29
6813,33,68,0,very low,2018-09-13
6814,32,47,554,high,2018-07-03
6815,27,51,181,low,2018-10-14
6816,26,61,438,high,2018-09-12
6817,32,72,599,high,2018-03-07
6818,35,64,395,low,2018-03-04
6819,40,70,229,low,2018-08-26
6820,24,47,110,low,2018-06-14
6821,23,43,0,low,2018-02-23
6822,37,47,0,very low,2018-03-11
6823,32,36,460,medium,2018-08-23
6824,33,64,553,high,2018-01-27
6825,33,51,187,very low,2018-06-08
6826,35,52,50,very low,2018-03-06
6827,25,73,219,low,2018-09-18
6828,34,47,300,low,2018-11-17
6829,26,47,236,low,2018-04-04
6830,24,39,162,low,2018-04-24
6831,28,74,557,high,2018-08-17
6832,36,72,45,very low,2018-02-21
6833,37,61,549,high,2018-04-21
6834,24,63,294,low,2018-06-26
6835,24,42,303,low,2018-03-30
6836,39,68,298,low,2018-09-07
6837,26,41,213,low,2018-01-29
6838,33,53,554,high,2018-07-14
6839,22,74,43,low,2018-04-10
6840,25,68,555,high,2018-11-16
6841,20,48,581,very high,2018-09-12
6842,40,51,500,high,2018-06-19
6843,21,47,0,low,2018-04-14
6844,28,49,450,high,2018-02-11
6845,23,38,242,low,2018-07-06
6846,24,69,0,low,2018-08-29
6847,25,61,195,low,2018-04-21
6848,39,57,383,low,2018-09-19
6849,25,75,4,low,2018-02-08
6850,40,58,0,very low,2018-04-08
6851,29,56,66,low,2018-12-01
6852,32,51,401,medium,2018-06-14
6853,20,47,131,low,2018-03-24
6854,28,38,0,low,2018-10-04
6855,25,66,36,low,2018-08-01
6856,24,62,300,low,2018-10-23
6857,33,52,481,medium,2018-11-02
6858,29,60,242,low,2018-01-10
6859,36,54,95,very low,2018-06-11
6860,35,74,231,low,2018-02-15
6861,27,44,476,high,2018-07-04
6862,37,59,228,low,2018-11-29
6863,21,68,0,low,2018-08-25
6864,23,56,591,very high,2018-06-02
6865,34,75,0,very low,2018-12-10
6866,36,47,266,low,2018-02-13
6867,36,65,0,very low,2018-08-03
6868,36,37,265,low,2018-06-18
